id,target
1061,2
1062,3
1063,3
1064,2
1065,0
1066,1
1067,1
1068,0
1069,0
1070,1
1071,2
1072,2
1073,1
1074,3
1075,1
1076,1
1077,2
1078,2
1079,3
1080,1
1081,3
1082,0
1083,1
1084,1
1085,3
1086,2
1087,2
1088,1
1089,1
1090,1
1091,2
1092,1
1093,3
1094,1
1095,0
1096,2
1097,3
1098,1
1099,2
1100,2
1101,1
1102,0
1103,0
1104,3
1105,0
1106,0
1107,1
1108,3
1109,3
1110,2
1111,2
1112,2
1113,2
1114,2
1115,2
1116,2
1117,3
1118,2
1119,0
1120,0
1121,1
1122,3
1123,1
1124,3
1125,1
1126,3
1127,3
1128,1
1129,3
1130,2
1131,1
1132,3
1133,3
1134,1
1135,2
1136,3
1137,2
1138,3
1139,1
1140,1
1141,3
1142,0
1143,3
1144,2
1145,2
1146,3
1147,3
1148,1
1149,3
1150,0
1151,2
1152,1
1153,2
1154,2
1155,2
1156,3
1157,2
1158,1
1159,2
1160,2
1161,2
1162,1
1163,3
1164,0
1165,0
1166,1
1167,2
1168,3
1169,3
1170,1
1171,3
1172,1
1173,1
1174,3
1175,3
1176,1
1177,3
1178,2
1179,2
1180,1
1181,2
1182,2
1183,3
1184,1
1185,2
1186,3
1187,2
1188,3
1189,1
1190,3
1191,0
1192,1
1193,3
1194,1
1195,1
1196,2
1197,1
1198,1
1199,3
1200,3
1201,2
1202,3
1203,1
1204,3
1205,2
1206,3
1207,3
1208,1
1209,1
1210,1
1211,1
1212,0
1213,0
1214,1
1215,1
1216,2
1217,2
1218,2
1219,3
1220,1
1221,2
1222,2
1223,3
1224,1
1225,0
1226,1
1227,3
1228,0
1229,1
1230,0
1231,2
1232,0
1233,3
1234,1
1235,0
1236,1
1237,1
1238,3
1239,3
1240,2
1241,1
1242,3
1243,3
1244,2
1245,3
1246,1
1247,3
1248,1
1249,1
1250,2
1251,1
1252,1
1253,1
1254,0
1255,1
1256,1
1257,0
1258,2
1259,2
1260,3
1261,3
1262,1
1263,3
1264,3
1265,0
1266,1
1267,1
1268,1
1269,1
1270,2
1271,1
1272,1
1273,0
1274,3
1275,2
1276,2
1277,1
1278,1
1279,1
1280,3
1281,2
1282,1
1283,2
1284,3
1285,1
1286,1
1287,2
1288,3
1289,2
1290,2
1291,2
1292,1
1293,0
1294,3
1295,0
1296,2
1297,1
1298,1
1299,2
1300,1
1301,3
1302,0
1303,3
1304,3
1305,3
1306,3
1307,1
1308,3
1309,1
1310,2
1311,3
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,2
1319,2
1320,1
1321,1
1322,1
1323,2
1324,2
1325,1
1326,3
1327,1
1328,2
1329,3
1330,1
1331,1
1332,2
1333,0
1334,2
1335,3
1336,3
1337,0
1338,2
1339,2
1340,0
1341,1
1342,3
1343,1
1344,0
1345,0
1346,2
1347,2
1348,2
1349,1
1350,2
1351,0
1352,1
1353,2
1354,1
1355,3
1356,2
1357,3
1358,1
1359,2
1360,0
1361,0
1362,0
1363,0
1364,1
1365,2
1366,0
1367,3
1368,1
1369,1
1370,1
1371,1
1372,3
1373,0
1374,1
1375,3
1376,2
1377,3
1378,1
1379,1
1380,3
1381,3
1382,2
1383,1
1384,1
1385,1
1386,0
1387,1
1388,2
1389,0
1390,3
1391,1
1392,3
1393,2
1394,0
1395,0
1396,1
1397,1
1398,2
1399,3
1400,1
1401,3
1402,0
1403,3
1404,1
1405,3
1406,2
1407,1
1408,3
1409,0
1410,1
1411,2
1412,1
1413,1
1414,3
1415,1
1416,0
1417,3
1418,2
1419,2
1420,2
1421,1
1422,2
1423,3
1424,3
1425,2
1426,1
1427,3
1428,1
1429,2
1430,3
1431,1
1432,3
1433,0
1434,2
1435,1
1436,1
1437,1
1438,2
1439,2
1440,1
1441,2
1442,2
1443,2
1444,1
1445,3
1446,1
1447,0
1448,3
1449,2
1450,3
1451,1
1452,3
1453,0
1454,3
1455,1
1456,2
1457,1
1458,1
1459,2
1460,1
1461,1
1462,1
1463,3
1464,3
1465,2
1466,0
1467,2
1468,0
1469,2
1470,2
1471,0
1472,1
1473,1
1474,1
1475,3
1476,0
1477,1
1478,3
1479,3
1480,3
1481,1
1482,3
1483,1
1484,1
1485,3
1486,3
1487,3
1488,2
1489,2
1490,1
1491,3
1492,3
1493,2
1494,3
1495,2
1496,1
1497,0
1498,2
1499,1
1500,2
1501,1
1502,1
1503,3
1504,1
1505,2
1506,1
1507,2
1508,2
1509,3
1510,2
1511,0
1512,1
1513,2
1514,2
1515,1
1516,2
1517,3
1518,3
1519,1
1520,2
1521,1
1522,0
1523,0
1524,2
1525,3
1526,3
1527,3
1528,3
1529,2
1530,0
1531,1
1532,1
1533,0
1534,1
1535,1
1536,2
1537,2
1538,2
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,2
1547,1
1548,1
1549,0
1550,2
1551,1
1552,1
1553,1
1554,3
1555,1
1556,0
1557,1
1558,1
1559,2
1560,1
1561,3
1562,3
1563,0
1564,3
1565,1
1566,2
1567,3
1568,2
1569,2
1570,3
1571,1
1572,3
1573,1
1574,1
1575,1
1576,2
1577,3
1578,2
1579,3
1580,1
1581,2
1582,1
1583,2
1584,1
1585,2
1586,1
1587,0
1588,3
1589,1
1590,1
1591,1
1592,0
1593,2
1594,1
1595,3
1596,1
1597,0
1598,1
1599,3
1600,3
1601,0
1602,3
1603,1
1604,1
1605,3
1606,2
1607,3
1608,1
1609,1
1610,1
1611,3
1612,0
1613,2
1614,1
1615,3
1616,3
1617,1
1618,3
1619,1
1620,1
1621,1
1622,3
1623,2
1624,3
1625,3
1626,1
1627,1
1628,1
1629,1
1630,0
1631,3
1632,1
1633,2
1634,3
1635,1
1636,3
1637,1
1638,1
1639,3
1640,3
1641,1
1642,3
1643,3
1644,1
1645,1
1646,1
1647,0
1648,3
1649,0
1650,1
1651,3
1652,1
1653,3
1654,1
1655,2
1656,0
1657,0
1658,3
1659,1
1660,2
1661,3
1662,2
1663,1
1664,2
1665,1
1666,0
1667,2
1668,3
1669,1
1670,3
1671,1
1672,1
1673,1
1674,0
1675,3
1676,1
1677,3
1678,1
1679,1
1680,2
1681,1
1682,2
1683,1
1684,2
1685,3
1686,2
1687,1
1688,3
1689,1
1690,2
1691,3
1692,2
1693,3
1694,2
1695,0
1696,3
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,1
1704,3
1705,1
1706,1
1707,2
1708,2
1709,2
1710,1
1711,1
1712,3
1713,1
1714,3
1715,0
1716,0
1717,0
1718,0
1719,3
1720,2
1721,3
1722,1
1723,3
1724,1
1725,1
1726,2
1727,3
1728,3
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,3
1736,1
1737,1
1738,1
1739,3
1740,0
1741,3
1742,1
1743,0
1744,2
1745,1
1746,1
1747,1
1748,0
1749,2
1750,2
1751,1
1752,1
1753,2
1754,2
1755,2
1756,1
1757,1
1758,3
1759,2
1760,2
1761,3
1762,3
1763,3
1764,2
1765,1
1766,3
1767,2
1768,1
1769,2
1770,3
1771,3
1772,3
1773,1
1774,1
1775,2
1776,0
1777,1
1778,2
1779,1
1780,0
1781,3
1782,3
1783,2
1784,2
1785,2
1786,1
1787,2
1788,1
1789,2
1790,3
1791,3
1792,3
1793,1
1794,1
1795,1
1796,2
1797,3
1798,3
1799,2
1800,1
1801,0
1802,2
1803,2
1804,0
1805,1
1806,1
1807,3
1808,1
1809,0
1810,3
1811,3
1812,2
1813,0
1814,1
1815,3
1816,0
1817,0
1818,3
1819,2
1820,1
1821,1
1822,3
1823,1
1824,3
1825,1
1826,2
1827,0
1828,3
1829,1
1830,1
1831,0
1832,0
1833,0
1834,3
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,3
1843,2
1844,2
1845,2
1846,2
1847,3
1848,3
1849,0
1850,2
1851,1
1852,1
1853,0
1854,3
1855,1
1856,1
1857,3
1858,1
1859,3
1860,3
1861,1
1862,1
1863,2
1864,1
1865,1
1866,1
1867,3
1868,2
1869,1
1870,2
1871,3
1872,3
1873,1
1874,3
1875,2
1876,2
1877,2
1878,3
1879,2
1880,3
1881,3
1882,0
1883,3
1884,0
1885,0
1886,3
1887,3
1888,3
1889,2
1890,0
1891,1
1892,3
1893,0
1894,3
1895,1
1896,2
1897,3
1898,1
1899,2
1900,1
1901,1
1902,2
1903,3
1904,2
1905,1
1906,1
1907,1
1908,2
1909,1
1910,3
1911,1
1912,0
1913,3
1914,0
1915,2
1916,1
1917,2
1918,2
1919,0
1920,1
1921,3
1922,2
1923,0
1924,1
1925,2
1926,1
1927,1
1928,1
1929,1
1930,3
1931,3
1932,1
1933,1
1934,3
1935,3
1936,1
1937,0
1938,1
1939,3
1940,1
1941,3
1942,2
1943,1
1944,3
1945,0
1946,1
1947,1
1948,1
1949,3
1950,1
1951,1
1952,3
1953,0
1954,1
1955,3
1956,1
1957,1
1958,1
1959,2
1960,3
1961,3
1962,2
1963,3
1964,1
1965,0
1966,1
1967,2
1968,2
1969,1
1970,3
1971,3
1972,1
1973,1
1974,3
1975,1
1976,3
1977,2
1978,3
1979,2
1980,0
1981,3
1982,0
1983,1
1984,2
1985,1
1986,2
1987,2
1988,3
1989,0
1990,2
1991,3
1992,1
1993,1
1994,3
1995,3
1996,2
1997,1
1998,2
1999,3
2000,2
2001,2
2002,1
2003,0
2004,2
2005,2
2006,2
2007,0
2008,1
2009,3
2010,1
2011,2
2012,3
2013,0
2014,1
2015,1
2016,1
2017,2
2018,1
2019,1
2020,3
2021,2
2022,0
2023,2
2024,2
2025,1
2026,1
2027,3
2028,3
2029,3
2030,3
2031,1
2032,1
2033,3
2034,2
2035,3
2036,1
2037,3
2038,1
2039,3
2040,3
2041,3
2042,1
2043,1
2044,0
2045,2
2046,2
2047,2
2048,2
2049,3
2050,3
2051,1
2052,2
2053,1
2054,1
2055,2
2056,2
2057,2
2058,0
2059,2
2060,1
2061,2
2062,3
2063,2
2064,2
2065,3
2066,2
2067,1
2068,3
2069,3
2070,2
2071,2
2072,1
2073,3
2074,0
2075,2
2076,3
2077,3
2078,0
2079,1
2080,2
2081,2
2082,2
2083,2
2084,2
2085,3
2086,1
2087,0
2088,2
2089,2
2090,2
2091,1
2092,3
2093,2
2094,2
2095,1
2096,2
2097,2
2098,1
2099,3
2100,2
2101,1
2102,1
2103,2
2104,1
2105,1
2106,2
2107,2
2108,2
2109,2
2110,1
2111,1
2112,0
2113,2
2114,2
2115,1
2116,2
2117,3
2118,3
2119,1
2120,3
2121,0
2122,1
2123,0
2124,2
2125,0
2126,2
2127,3
2128,0
2129,3
2130,3
2131,0
2132,1
2133,3
2134,1
2135,3
2136,1
2137,3
2138,0
2139,3
2140,3
2141,0
2142,2
2143,3
2144,1
2145,1
2146,3
2147,3
2148,2
2149,0
2150,3
2151,1
2152,3
2153,0
2154,2
2155,2
2156,1
2157,3
2158,1
2159,1
2160,0
2161,1
2162,3
2163,1
2164,1
2165,1
2166,1
2167,0
2168,2
2169,2
2170,0
2171,3
2172,1
2173,2
2174,3
2175,2
2176,3
2177,1
2178,0
2179,1
2180,2
2181,0
2182,1
2183,2
2184,0
2185,2
2186,3
2187,1
2188,2
2189,0
2190,0
2191,2
2192,3
2193,1
2194,3
2195,2
2196,3
2197,2
2198,2
2199,3
2200,3
2201,0
2202,1
2203,1
2204,2
2205,1
2206,2
2207,2
2208,2
2209,2
2210,1
2211,2
2212,1
2213,1
2214,1
2215,3
2216,3
2217,3
2218,2
2219,1
2220,3
2221,3
2222,3
2223,2
2224,2
2225,1
2226,3
2227,1
2228,1
2229,2
2230,1
2231,2
2232,3
2233,3
2234,3
2235,2
2236,1
2237,2
2238,0
2239,2
2240,1
2241,2
2242,3
2243,3
2244,3
2245,3
2246,2
2247,1
2248,1
2249,2
2250,3
2251,2
2252,2
2253,1
2254,2
2255,1
2256,2
2257,1
2258,2
2259,2
2260,3
2261,3
2262,3
2263,2
2264,1
2265,1
2266,2
2267,0
2268,1
2269,2
2270,2
2271,1
2272,2
2273,2
2274,3
2275,3
2276,0
2277,2
2278,1
2279,3
2280,3
2281,1
2282,2
2283,3
2284,2
2285,2
2286,2
2287,2
2288,1
2289,1
2290,0
2291,2
2292,2
2293,0
2294,0
2295,1
2296,1
2297,2
2298,3
2299,2
2300,3
2301,3
2302,1
2303,0
2304,0
2305,3
2306,2
2307,3
2308,1
2309,2
2310,2
2311,3
2312,3
2313,3
2314,0
2315,3
2316,3
2317,3
2318,0
2319,2
2320,1
2321,2
2322,3
2323,0
2324,1
2325,0
2326,2
2327,2
2328,1
2329,1
2330,2
2331,0
2332,2
2333,3
2334,1
2335,1
2336,0
2337,0
2338,3
2339,3
2340,1
2341,2
2342,1
2343,1
2344,3
2345,2
2346,3
2347,1
2348,1
2349,3
2350,2
2351,1
2352,2
2353,3
2354,2
2355,0
2356,2
2357,1
2358,3
2359,1
2360,1
2361,2
2362,3
2363,2
2364,1
2365,1
2366,2
2367,1
2368,3
2369,1
2370,2
2371,2
2372,0
2373,2
2374,2
2375,0
2376,2
2377,1
2378,2
2379,2
2380,2
2381,2
2382,0
2383,2
2384,1
2385,2
2386,2
2387,3
2388,1
2389,2
2390,1
2391,3
2392,1
2393,2
2394,1
2395,1
2396,3
2397,1
2398,2
2399,1
2400,0
2401,3
2402,1
2403,2
2404,3
2405,2
2406,2
2407,3
2408,1
2409,2
2410,1
2411,2
2412,1
2413,3
2414,3
2415,2
2416,3
2417,1
2418,2
2419,3
2420,2
2421,2
2422,0
2423,3
2424,2
2425,3
2426,1
2427,2
2428,3
2429,3
2430,3
2431,1
2432,3
2433,2
2434,1
2435,2
2436,1
2437,1
2438,1
2439,1
2440,2
2441,1
2442,2
2443,1
2444,1
2445,2
2446,2
2447,3
2448,2
2449,2
2450,1
2451,3
2452,1
2453,1
2454,1
2455,3
2456,1
2457,1
2458,3
2459,2
2460,1
2461,3
2462,1
2463,3
2464,3
2465,2
2466,3
2467,2
2468,2
2469,2
2470,0
2471,2
2472,2
2473,1
2474,3
2475,1
2476,1
2477,2
2478,1
2479,1
2480,3
2481,0
2482,3
2483,1
2484,1
2485,3
2486,2
2487,3
2488,1
2489,1
2490,1
2491,1
2492,3
2493,1
2494,3
2495,1
2496,3
2497,2
2498,0
2499,2
2500,1
2501,3
2502,0
2503,1
2504,3
2505,2
2506,1
2507,0
2508,1
2509,0
2510,1
2511,1
2512,3
2513,3
2514,1
2515,1
2516,3
2517,1
2518,2
2519,2
2520,3
2521,2
2522,1
2523,2
2524,0
2525,1
2526,2
2527,3
2528,1
2529,1
2530,0
2531,3
2532,1
2533,3
2534,2
2535,3
2536,3
2537,2
2538,0
2539,3
2540,1
2541,2
2542,3
2543,2
2544,3
2545,0
2546,2
2547,0
2548,3
2549,3
2550,0
2551,0
2552,3
2553,3
2554,2
2555,1
2556,1
2557,1
2558,2
2559,1
2560,3
2561,2
2562,1
2563,3
2564,1
2565,3
2566,1
2567,1
2568,0
2569,2
2570,3
2571,1
2572,3
2573,2
2574,1
2575,2
2576,2
2577,1
2578,3
2579,3
2580,1
2581,3
2582,3
2583,2
2584,3
2585,1
2586,1
2587,3
2588,0
2589,2
2590,1
2591,3
2592,1
2593,3
2594,3
2595,1
2596,1
2597,2
2598,0
2599,3
2600,1
2601,1
2602,2
2603,1
2604,1
2605,3
2606,0
2607,0
2608,0
2609,0
2610,0
2611,2
2612,1
2613,3
2614,2
2615,2
2616,3
2617,0
2618,1
2619,2
2620,2
2621,3
2622,1
2623,1
2624,3
2625,2
2626,1
2627,2
2628,3
2629,0
2630,3
2631,1
2632,3
2633,3
2634,0
2635,3
2636,3
2637,0
2638,3
2639,3
2640,0
2641,1
2642,0
2643,2
2644,1
2645,0
2646,2
2647,1
2648,2
2649,3
2650,3
2651,2
2652,1
2653,1
2654,3
2655,1
2656,1
2657,3
2658,3
2659,2
2660,2
2661,1
2662,1
2663,2
2664,2
2665,3
2666,3
2667,2
2668,1
2669,3
2670,0
2671,3
2672,1
2673,3
2674,1
2675,2
2676,2
2677,2
2678,0
2679,1
2680,3
2681,2
2682,3
2683,2
2684,3
2685,2
2686,1
2687,0
2688,1
2689,2
2690,3
2691,0
2692,2
2693,3
2694,0
2695,2
2696,2
2697,1
2698,1
2699,2
2700,2
2701,2
2702,0
2703,2
2704,3
2705,3
2706,1
2707,1
2708,0
2709,3
2710,3
2711,3
2712,0
2713,2
2714,2
2715,2
2716,1
2717,2
2718,3
2719,2
2720,0
2721,1
2722,0
2723,0
2724,2
2725,2
2726,1
2727,2
2728,2
2729,2
2730,1
2731,1
2732,3
2733,1
2734,2
2735,0
2736,2
2737,2
2738,2
2739,3
2740,3
2741,1
2742,1
2743,1
2744,0
2745,3
2746,3
2747,3
2748,0
2749,2
2750,0
2751,1
2752,3
2753,3
2754,1
2755,1
2756,1
2757,1
2758,3
2759,2
2760,3
2761,3
2762,1
2763,1
2764,2
2765,3
2766,2
2767,3
2768,1
2769,0
2770,1
2771,0
2772,2
2773,3
2774,1
2775,1
2776,3
2777,3
2778,0
2779,2
2780,1
2781,3
2782,0
2783,2
2784,1
2785,2
2786,3
2787,1
2788,2
2789,0
2790,2
2791,2
2792,2
2793,1
2794,0
2795,2
2796,3
2797,2
2798,1
2799,1
2800,3
2801,1
2802,3
2803,3
2804,2
2805,1
2806,3
2807,3
2808,2
2809,1
2810,2
2811,3
2812,2
2813,3
2814,1
2815,1
2816,3
2817,2
2818,0
2819,1
2820,2
2821,1
2822,2
2823,3
2824,2
2825,3
2826,2
2827,1
2828,3
2829,3
2830,2
2831,2
2832,1
2833,0
2834,2
2835,1
2836,3
2837,0
2838,1
2839,1
2840,1
2841,3
2842,2
2843,0
2844,1
2845,2
2846,1
2847,2
2848,0
2849,3
2850,1
2851,1
2852,2
2853,3
2854,3
2855,3
2856,3
2857,3
2858,2
2859,2
2860,1
2861,3
2862,1
2863,0
2864,3
2865,1
2866,2
2867,1
2868,0
2869,2
2870,0
2871,0
2872,3
2873,2
2874,1
2875,3
2876,3
2877,3
2878,1
2879,1
2880,1
2881,3
2882,3
2883,2
2884,3
2885,2
2886,3
2887,3
2888,1
2889,1
2890,3
2891,2
2892,1
2893,0
2894,0
2895,1
2896,2
2897,2
2898,3
2899,2
2900,0
2901,3
2902,2
2903,1
2904,3
2905,1
2906,1
2907,2
2908,1
2909,2
2910,3
2911,2
2912,3
2913,3
2914,1
2915,2
2916,2
2917,3
2918,0
2919,2
2920,2
2921,1
2922,1
2923,1
2924,1
2925,1
2926,3
2927,3
2928,3
2929,3
2930,0
2931,2
2932,1
2933,2
2934,1
2935,3
2936,0
2937,1
2938,1
2939,0
2940,2
2941,1
2942,3
2943,2
2944,2
2945,3
2946,2
2947,0
2948,0
2949,1
2950,0
2951,3
2952,0
2953,0
2954,1
2955,3
2956,3
2957,3
2958,1
2959,1
2960,2
2961,1
2962,0
2963,1
2964,1
2965,3
2966,3
2967,1
2968,1
2969,1
2970,2
2971,2
2972,2
2973,3
2974,1
2975,1
2976,0
2977,2
2978,3
2979,1
2980,2
2981,2
2982,0
2983,1
2984,3
2985,3
2986,2
2987,1
2988,1
2989,3
2990,1
2991,2
2992,2
2993,3
2994,1
2995,1
2996,3
2997,3
